Time Recorded,Total Apps,Store Entry Used
2018-02-21 22:22:54,1611,http://store.steampowered.com/search/?tags=21978&vrsupport=401

Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
b'728070',"b'Operation Apex'",19.99,"b'Dec 10, 2017'",0%,0,"b'Curiscope'","b'Vive Studios'","b'Adventure, Indie, Simulation'","b'Single-player, Steam Cloud'","b''",1,-1 +/- ,-1 +/- ,b''%
b'602480',"b'Kartong - Death by Cardboard!'",8.99,"b'Oct 25, 2017'",92%,26,"b'SVRVIVE Studios'","b'SVRVIVE Studios '","b'Action, Casual, Indie, Early Access'","b'Single-player, Partial Controller Support'","b'Early Access (37), Indie (33), Action (24), Casual (21), Stealth (15), VR (15), Adventure (12), FPS (12), Arcade (12)'",1,-1 +/- ,-1 +/- ,b''%
b'594200',"b"Don't Get Hit In The Face"",6.99,"b'Jan 1, 2018'",0%,0,"b'DracoSoftware, LLC'","b'DracoSoftware, LLC'","b'Action, Indie'","b'Single-player, Steam Achievements, Steam Leaderboards'","b''",1,-1 +/- ,-1 +/- ,b''%
b'710760',"b'High Noon VR'",9.99,"b'Nov 14, 2017'",93%,15,"b'Octobox Interactive'","b'Buka Entertainment'","b'Action, Adventure, Simulation'","b'Single-player, Steam Achievements'","b"Action (41), Adventure (31), Simulation (30), VR (29), Western (22), Shooter (22), Mod (21), FPS (11), First-Person (11), Survival (11), Singleplayer (11), Indie (11), Shoot 'Em Up (10)"",3,-1 +/- ,-1 +/- ,b''%
b'671740',"b'VR SHOOT AROUND - Realistic basketball simulator -'",4.99,"b'Jul 12, 2017'",0%,0,"b'BoninblueDesignLab'","b'BoninblueDesignLab'","b'Action, Casual, Indie, Simulation, Sports'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'465150',"b'Mars Odyssey'",7.99,"b'Sep 8, 2016'",80%,35,"b'Steel Wool Studios'","b'Steel Wool Studios'","b'Simulation'","b'Single-player'","b'Simulation (23), Mars (12), VR (11), Indie (10)'",1,-1 +/- ,-1 +/- ,b''%
b'710170',"b'The Broken Seal'",24.99,"b'Jan 29, 2018'",85%,21,"b'XAREA'","b'XAREA'","b'Action, Indie, RPG'","b'Single-player, Multi-player, Online Multi-Player, Local Multi-Player'","b'Action (22), Indie (20), RPG (19), VR (12), Voice Control (11), VR Only (1)'",3,-1 +/- ,-1 +/- ,b''%
b'753370',"b'REGENESIS Arcade DELUXE'",9.99,"b'Dec 18, 2017'",0%,0,"b'Hyperbook Studio'","b'Blue Technology Sp. z o.o.'","b'Action, Early Access'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'494310',"b'Unbreakable Vr Runner'",5.99,"b'Jul 4, 2016'",100%,34,"b'Miikka \\xc3\\x85snabrygg'","b'Miikka \\xc3\\x85snabrygg'","b'Action, Adventure, Indie, Sports, Early Access'","b'Single-player'","b'Early Access (37), Adventure (33), Action (32), Indie (31), Sports (31), VR (18)'",2,-1 +/- ,-1 +/- ,b''%
b'623540',"b'Late For Work'",9.99,"b'Jul 12, 2017'",100%,19,"b'Salmi Games'","b'Salmi Games'","b'Action, Indie, Early Access'","b'Single-player, Local Multi-Player, Local Co-op, Shared/Split Screen, Partial Controller Support'","b'Early Access (25), Action (22), Indie (22), Local Multiplayer (11), VR (8)'",2,-1 +/- ,-1 +/- ,b''%
b'486370',"b'Pinball Evolution VR'",5.99,"b'Apr 29, 2017'",94%,18,"b'Evolution Pinball VR'","b'Evolution Pinball VR'","b'Casual, Indie, Simulation, Early Access'","b'Single-player, Full controller support, Steam Leaderboards'","b'Early Access (24), Simulation (21), Indie (21), Casual (21), VR (6)'",,-1 +/- ,-1 +/- ,b''%
b'761880',"b'The Day They Landed'",8.99,"b'Dec 29, 2017'",0%,0,"b'Studio Axiom'","b'Studio Axiom'","b'Action, Indie, Early Access'","b'Multi-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Cloud'","b''",1,-1 +/- ,-1 +/- ,b''%
b'597590',"b'Attack of the Bugs'",7.99,"b'Nov 29, 2017'",91%,12,"b'Empty Clip Studios'","b'Empty Clip Studios'","b'Action'","b'Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards'","b'Action (21), VR (7)'",2,-1 +/- ,-1 +/- ,b''%
b'457340',"b'Dimensional'",4.99,"b'Dec 14, 2016'",84%,38,"b'Brett Jackson'","b'Head Start Design'","b'Action, Adventure, Indie'","b'Single-player, Full controller support'","b'Adventure (24), Indie (22), Action (21), VR (18), Puzzle (5), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'527110',"b'The Melody of Dust'",4.99,"b'Apr 10, 2017'",0%,0,"b'Viacom NEXT'","b'Viacom NEXT'","b'Adventure, Indie'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'618570',"b'Pixel Arcade'",5.99,"b'Aug 11, 2017'",0%,0,"b'Corrie Green'","b'CJG Studio Ltd'","b'Action, Adventure, Casual, Indie, Simulation, Early Access'","b'Single-player, Steam Trading Cards, Steam Cloud'","b''",,-1 +/- ,-1 +/- ,b''%
b'618920',"b'Dungeon Escape VR'",4.99,"b'Apr 7, 2017'",87%,24,"b'Silver Machine Studios'","b'Silver Machine Studios'","b'Indie'","b'Single-player'","b'Indie (21), Puzzle (11), Mystery Dungeon (10), VR (7)'",1,-1 +/- ,-1 +/- ,b''%
b'751300',"b'Alice Mystery Garden'",4.99,"b'Dec 20, 2017'",96%,31,"b'AMG GAMES'","b'AMG GAMES'","b'Casual'","b'Single-player'","b'Casual (22), VR (7), Anime (6), Puzzle (5), Cute (5)'",2,-1 +/- ,-1 +/- ,b''%
b'778250',"b'Battle of Kings VR'",9.99,"b'Feb 1, 2018'",0%,0,"b'Battle of Kings Team, Wenkly Studio Sp. z o.o.'","b'Wenkly Studio Sp. z o.o.'","b'Indie, Simulation, Strategy, Early Access'","b'Single-player, Multi-player, Online Multi-Player'","b''",3,-1 +/- ,-1 +/- ,b''%
b'525950',"b'JUST BAT (VR CRICKET)'",1.99,"b'Sep 12, 2016'",81%,11,"b'Shashitha Kularatna'","b'Life VR'","b'Sports'","b'Single-player'","b'Sports (22), VR (7)'",3,-1 +/- ,-1 +/- ,b''%
b'750850',"b'The Dream Collector'",1.99,"b'Dec 17, 2017'",86%,30,"b'Pinta Studios'","b'Pinta Studios'","b'Casual, Indie'","b'Single-player'","b'Indie (22), Casual (21), VR (7)'",1,-1 +/- ,-1 +/- ,b''%
b'529040',"b'Fine China'",0.99,"b'May 5, 2017'",0%,0,"b'Fine China Games'","b'Fine China Games'","b'Casual, Indie, Simulation'","b'Single-player'","b'Early Access (25), Simulation (22), Indie (22), Casual (22), VR (6), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'575110',"b'Magic Lantern'",4.99,"b'Jan 29, 2017'",91%,23,"b'Parovoz Animation Studio'","b'Interactive Moolt'","b'Adventure, Free to Play, Simulation'","b'Single-player'","b'Adventure (22), Simulation (22), VR (15), Free to Play (6)'",1,-1 +/- ,-1 +/- ,b''%
b'568030',"b'Last Mage Standing'",2.99,"b'Dec 15, 2016'",88%,17,"b'Immersion'","b'Immersion'","b'Action, Adventure'","b'Single-player, Steam Achievements'","b'Action (21), Adventure (21), VR (7)'",1,-1 +/- ,-1 +/- ,b''%
b'582210',"b'VRemin (A Virtual Theremin)'",0.99,"b'Feb 6, 2017'",86%,15,"b'hOSHI'","b'hOSHI'","b'Simulation'","b'Single-player, Steam Trading Cards'","b'Simulation (22), VR (6)'",2,-1 +/- ,-1 +/- ,b''%
b'543580',"b'Pipejob'",9.99,"b'Oct 15, 2016'",82%,29,"b'Cybreath'","b'Cybreath'","b'Action, Indie, Simulation'","b'Single-player, Steam Trading Cards, Steam Leaderboards'","b'Simulation (32), Action (31), Indie (31), VR (16), Family Friendly (14), Great Soundtrack (12), First-Person (12), Singleplayer (12), Illuminati (11), Physics (11), Funny (11), Casual (11), Cartoon (11), Comedy (11), Memes (11), Difficult (11), Score Attack (11), Strategy (10)'",1,-1 +/- ,-1 +/- ,b''%
b'586020',"b'Flairtender'",14.99,"b'Nov 17, 2017'",95%,20,"b'DigitalBadger Design'","b'DigitalBadger Design'","b'Action, Casual, Indie, Simulation'","b'Single-player, Shared/Split Screen, Steam Trading Cards'","b'Simulation (21), Action (21), Casual (21), Indie (21), VR (8), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'572630',"b'LyraVR'",14.99,"b'Mar 22, 2017'",100%,13,"b'LyraVR'","b'LyraVR'","b'Indie, Early Access'","b'Single-player'","b'Early Access (25), Indie (22), VR (13), Music (11), Audio Production (10), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'568640',"b'Sketchbox'",14.99,"b'Mar 2, 2017'",0%,0,"b'Sketchbox'","b'Sketchbox'","b'Design & Illustration, Early Access'","b''","b''",2,-1 +/- ,-1 +/- ,b''%
b'614830',"b'ViveSpray 2'",8.99,"b'Dec 27, 2017'",0%,0,"b'ciwolsey'","b'ciwolsey'","b'Casual, Indie, Simulation'","b'Single-player'","b''",3,-1 +/- ,-1 +/- ,b''%
b'673060',"b'Floor Plan: Hands-On Edition'",5.99,"b'Sep 13, 2017'",100%,22,"b'Turbo Button'","b'Turbo Button'","b'Adventure, Indie'","b'Single-player, Steam Achievements, Steam Cloud'","b'Adventure (21), Indie (21), VR (6)'",1,-1 +/- ,-1 +/- ,b''%
b'566780',"b'Beats Fever'",14.99,"b'Jan 9, 2017'",80%,36,"b'Arrowiz'","b'Arrowiz'","b'Action, Casual, Indie, Sports'","b'Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards'","b'VR (27), Indie (24), Rhythm (24), Music (23), Casual (22), Action (22), Sports (21), VR Only (1)'",2,-1 +/- ,-1 +/- ,b''%
b'618500',"b'Hailstorm VR'",9.99,"b'Sep 15, 2017'",0%,0,"b'SlimeQ'","b'SlimeQ'","b'Violent, Gore, Action, Indie, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Steam Workshop'","b''",3,-1 +/- ,-1 +/- ,b''%
b'678200',"b'VR Table Sports'",7.99,"b'Aug 19, 2017'",0%,0,"b'Happy Bat'","b'Happy Bat'","b'Casual, Indie, Simulation, Sports'","b'Single-player, Online Multi-Player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'615630',"b'The Sniper VR'",14.99,"b'Aug 25, 2017'",88%,18,"b'iVRstudio'","b'iVR, LLC.'","b'Action, Simulation, Strategy'","b'Single-player'","b'Strategy (21), Simulation (21), Action (21), Action-Adventure (10), Sniper (10), Wargame (10), VR (9)'",2,-1 +/- ,-1 +/- ,b''%
b'613130',"b'Mega Overload VR'",14.99,"b'Apr 18, 2017'",100%,11,"b'Subdream Studios'","b'Subdream Studios'","b'Action'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards'","b'Action (21), VR (12), Robots (10), Shooter (10), Score Attack (10), Arcade (10), Retro (10), Replay Value (10), Fast-Paced (9), Difficult (9)'",4,-1 +/- ,-1 +/- ,b''%
b'769930',"b'DwarVRs'",14.99,"b'Feb 1, 2018'",0%,0,"b'Beard Wizard, Coredump'","b'Beard Wizard, Coredump'","b'Action, Strategy, Early Access'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'589280',"b'Stunt Kite Masters VR'",4.99,"b'Jun 1, 2017'",100%,16,"b'HandyGames'","b'HandyGames'","b'Action, Simulation, Sports'","b'Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards'","b'Action (21), Sports (21), Simulation (21), VR (8), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'736340',"b'VR Mini Bowling'",4.99,"b'Dec 29, 2017'",80%,10,"b'Brian Macumber'","b'Brian Macumber'","b'Indie, Sports, Early Access'","b'Single-player, Multi-player, Local Multi-Player, Steam Leaderboards'","b'Early Access (35), Sports (31), Indie (20), Bowling (11), Mini Golf (11), VR (11)'",1,-1 +/- ,-1 +/- ,b''%
b'560150',"b'PLANNES'",14.99,"b'Dec 8, 2016'",0%,0,"b'Tricol Co., Ltd.'","b'Tricol Co., Ltd.'","b'Action, Indie, Sports'","b'Single-player, Online Multi-Player, Local Multi-Player, Cross-Platform Multiplayer, Steam Trading Cards'","b'Indie (21), Action (21), Sports (21), VR (5), VR Only (1)'",,-1 +/- ,-1 +/- ,b''%
b'544530',"b'Escape Bloody Mary'",3.99,"b'Oct 25, 2016'",90%,33,"b'Well Told Entertainment'","b'Well Told Entertainment'","b'Adventure, Indie, Simulation'","b'Single-player, Steam Achievements'","b'Adventure (22), Indie (21), Simulation (20), VR (7), Horror (7)'",2,-1 +/- ,-1 +/- ,b''%
b'571630',"b'Puzzle Island VR'",9.99,"b'Jan 17, 2017'",0%,0,"b'Interaction Ideas GmbH'","b'Interaction Ideas GmbH'","b'Casual, Early Access'","b'Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op'","b'Early Access (24), Casual (21), Puzzle (11), VR (11), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'716000',"b'Space Dragon'",12.99,"b'Dec 5, 2017'",0%,0,"b'3lb Games'","b'3lb Games'","b'Action, Indie'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'755130',"b'Snowglobe'",4.99,"b'Feb 8, 2018'",0%,0,"b'Friend Factory'","b'Friend Factory'","b'Adventure, Indie'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'624830',"b'Battle Summoners VR'",9.99,"b'May 22, 2017'",91%,23,"b'VoleR Creative'","b'VoleR Creative'","b'Action, Indie, RPG, Simulation, Strategy, Early Access'","b'Single-player, Online Multi-Player, Steam Achievements, Stats, Steam Leaderboards'","b'Early Access (28), VR (25), Simulation (21), Strategy (21), Indie (20), RPG (20), Action (20)'",2,-1 +/- ,-1 +/- ,b''%
b'764110',"b'Flappy Arms'",1.99,"b'Jan 3, 2018'",84%,13,"b'Improbable Industries'","b'Virtual World Arcade'","b'Casual, Simulation'","b'Single-player, Steam Leaderboards'","b'Simulation (21), Casual (21), VR (15), Funny (11), Difficult (10), Colorful (10), Comedy (10), Family Friendly (10)'",1,-1 +/- ,-1 +/- ,b''%
b'542570',"b'RunVR'",5.99,"b'Jun 19, 2017'",80%,10,"b'Smoketree Studios'","b'Smoketree Studios'","b'Indie, Racing, Simulation'","b'Single-player, Steam Leaderboards'","b'Simulation (21), Indie (21), Racing (21), VR (6)'",,-1 +/- ,-1 +/- ,b''%
b'575420',"b'Chocolate'",2.99,"b'Aug 17, 2017'",90%,20,"b'Gentle Manhands'","b'Viacom NEXT'","b'Casual, Indie'","b'Single-player'","b'Casual (21), Indie (21), VR (6)'",1,-1 +/- ,-1 +/- ,b''%
b'616890',"b'VR Slugger: The Toy Field'",11.99,"b'Jun 8, 2017'",0%,0,"b'Poly Poly Games'","b'Poly Poly Games'","b'Action, Casual, Indie, Sports'","b'Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards'","b''",1,-1 +/- ,-1 +/- ,b''%
b'552300',"b'Soldier Sortie :VR Agent 006'",19.99,"b'Dec 16, 2016'",0%,0,"b'Shandong Jerei Digital Technology Co.,LTD.'","b'Shandong Jerei Digital Technology Co.,LTD.'","b'Violent, Gore, Action, Adventure, Strategy'","b'Single-player, Steam Achievements'","b'Adventure (22), Violent (21), Action (21), Gore (21), Strategy (20), VR (7)'",1,-1 +/- ,-1 +/- ,b''%
b'562320',"b'Locked In VR'",5.99,"b'Dec 1, 2016'",85%,35,"b'Immersion'","b'Immersion'","b'Violent, Gore, Adventure, Indie'","b'Single-player, Steam Achievements'","b'Adventure (22), Gore (22), Indie (22), Violent (22), VR (8)'",1,-1 +/- ,-1 +/- ,b''%
b'630070',"b'Tengutana'",3.99,"b'Oct 26, 2017'",0%,0,"b'Barto\\xc5\\xa1 Studio'","b'Barto\\xc5\\xa1 Studio'","b'Action, Casual, Indie, Simulation'","b'Single-player, Steam Achievements'","b''",,-1 +/- ,-1 +/- ,b''%
b'630020',"b'The First Class VR'",6.99,"b'Dec 14, 2017'",88%,17,"b'Light & Digital Technology'","b'Zodiac Interactive'","b'Indie, Simulation'","b'Single-player, Steam Achievements, Steam Trading Cards'","b'Simulation (22), Indie (21), VR (14), Casual (11), Relaxing (11), Flight (11)'",1,-1 +/- ,-1 +/- ,b''%
b'664450',"b'Manifest 99'",5.99,"b'Sep 12, 2017'",96%,27,"b'Flight School Studio'","b'Project Flight School Inc'","b'Indie'","b'Single-player'","b'Indie (21), Walking Simulator (11), Casual (11), Exploration (11), Great Soundtrack (11), VR (8)'",1,-1 +/- ,-1 +/- ,b''%
b'610090',"b'Gnomelings: Migration'",4.99,"b'Jun 12, 2017'",0%,0,"b'Prismic Studios, Dano Kablamo'","b'Prismic Studios'","b'Action, Casual, Simulation, Strategy, Early Access'","b'Single-player, Partial Controller Support'","b''",,-1 +/- ,-1 +/- ,b''%
b'718530',"b'The Survival Test VR: Defend To Death'",9.99,"b'Oct 31, 2017'",0%,0,"b'QguGame'","b'QguGame'","b'Violent, Gore, Action, Adventure, Casual'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'759950',"b'Uizuno Blade VR'",4.99,"b'Dec 26, 2017'",0%,0,"b'Simon Bissonnette, Rapha\\xc3\\xable Halimi'","b'Uizuno'","b'Action, Early Access'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'569420',"b'VRQB'",7.99,"b'Sep 8, 2017'",0%,0,"b'After Sunset Games, LLC'","b'After Sunset Games, LLC'","b'Action, Casual, Indie, Sports'","b'Single-player, Steam Achievements, Steam Leaderboards'","b'Early Access (24), Indie (21), Casual (21), Action (21), Sports (21), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'565190',"b'Spacecats with Lasers VR'",4.99,"b'Dec 19, 2016'",0%,0,"b'Bitten Toast Games Inc., Guilherme Cunha, Daniel Snd, Thiago Adamo'","b'Bitten Toast Games Inc.'","b'Action'","b'Single-player'","b'Action (21), VR (5), VR Only (1)'",1,-1 +/- ,-1 +/- ,b''%
b'607590',"b'Earthquake Simulator VR'",2.99,"b'Jul 3, 2017'",0%,0,"b'Lindero Edutainment'","b'Lindero Edutainment'","b'Simulation'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'592330',"b'Roomscale Coaster'",3.99,"b'Mar 1, 2017'",0%,0,"b'Blue Entropy Studios'","b'Blue Entropy Studios'","b'Action, Casual, Sports'","b'Single-player, Steam Trading Cards'","b'Action (21), Sports (21), Casual (20), VR (5), VR Only (1)'",,-1 +/- ,-1 +/- ,b''%
b'614700',"b'Nightmare Grotto'",8.99,"b'May 18, 2017'",0%,0,"b'8th Shore, Inc.'","b'8th Shore, Inc.'","b'Violent, Action, Indie'","b'Single-player, Steam Leaderboards'","b''",1,-1 +/- ,-1 +/- ,b''%
b'776430',"b'STAR SAGA ONE - RISE OF THE DOMINATORS'",0.99,"b'Jan 19, 2018'",0%,0,"b'Grumpy Otis Games'","b'Grumpy Otis Games'","b'Action, Early Access'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'757400',"b'CITY BALLS VR'",19.99,"b'Dec 20, 2017'",0%,0,"b'Thiele Media'","b'Thiele Media'","b'Action, Early Access'","b'Single-player, Steam Achievements, Steam Cloud'","b''",,-1 +/- ,-1 +/- ,b''%
b'684260',"b'Phantom Warfare'",14.99,"b'Aug 27, 2017'",0%,0,"b'VR Dreams Technology Co.,Ltd'","b'VR Dreams Technology Co.,Ltd'","b'Violent'","b'Single-player, Multi-player, Online Multi-Player'","b''",,-1 +/- ,-1 +/- ,b''%
b'704310',"b'Lumberjack VR'",3.99,"b'Oct 13, 2017'",0%,0,"b'Erik Brunnstr\\xc3\\xb6m'","b'Erik Brunstr\\xc3\\xb6m'","b'Action, Indie'","b'Single-player, Steam Achievements, Steam Leaderboards'","b''",,-1 +/- ,-1 +/- ,b''%
b'711300',"b'Bit Storm VR: First Loop'",11.99,"b'Oct 18, 2017'",0%,0,"b'uVR'","b'uVR'","b'Action, Indie, Early Access'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'709370',"b'BadRobots VR'",8.99,"b'Sep 18, 2017'",0%,0,"b'BeBold'","b'BeBold'","b'Violent, Action, Indie, Simulation'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'714780',"b'Google Spotlight Stories: Special Delivery'",0.0,"b'Dec 14, 2017'",80%,15,"b'Google Inc.'","b'Google Inc.'","b'Adventure, Free to Play'","b'Single-player'","b'Free to Play (23), Adventure (22), VR (8)'",1,-1 +/- ,-1 +/- ,b''%
b'673380',"b'SPECIAL FORCE VR'",16.99,"b'Aug 10, 2017'",0%,0,"b'DRAGONFLY GF CO., LTD.'","b'DRAGONFLY GF CO., LTD.'","b'Violent, Gore, Action, Casual'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'672450',"b'Z ViRus: V.I.R.M Uprising'",19.99,"b'Aug 1, 2017'",0%,0,"b'Hokkaido Studios'","b'Hokkaido Studios'","b'Violent, Gore, Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access'","b'Single-player, Steam Cloud'","b''",,-1 +/- ,-1 +/- ,b''%
b'676170',"b'Ungrounded: Ripple Unleashed VR'",6.99,"b'Aug 19, 2017'",0%,0,"b'Joie Liba, William Wu'","b'Joie Liba'","b'Action, Strategy, Early Access'","b'Multi-player, Online Multi-Player, Local Multi-Player, Co-op, Online Co-op, Local Co-op, Shared/Split Screen'","b''",,-1 +/- ,-1 +/- ,b''%
b'679670',"b'Miniature TD - VR'",4.99,"b'Aug 15, 2017'",0%,0,"b'Reality Reflection'","b'Reality Reflection'","b'Casual, Indie, Simulation, Strategy'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'728620',"b'RibbonChase'",9.99,"b'Nov 14, 2017'",0%,0,"b'Captain'","b'Captain'","b'Casual, Racing'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'720510',"b'Tactical AR'",9.99,"b'Nov 7, 2017'",0%,0,"b'Tactical AR'","b'Tactical AR'","b'Violent, Gore, Action, Simulation, Early Access'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'721400',"b'Hot Runback - VR Runner'",4.99,"b'Sep 27, 2017'",0%,0,"b'Yode group'","b'Yode group'","b'Action, Casual, Sports'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'737880',"b'RIFF VR'",19.99,"b'Dec 6, 2017'",0%,0,"b'IMEX Media, Inc'","b'IMEX Media, Inc'","b'RPG, Simulation, Early Access'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'722370',"b'Funball Games VR'",1.75,"b'Oct 31, 2017'",0%,0,"b'Daniel Rychl\\xc3\\xbd'","b'Milan Matonok'","b'Action, Casual, Indie, Sports'","b'Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards'","b''",,-1 +/- ,-1 +/- ,b''%
b'673970',"b'MuX'",19.99,"b'Dec 18, 2017'",0%,0,"b'Decochon'","b'Decochon'","b'Indie, Simulation, Early Access'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'728110',"b'Board Games VR'",0.0,"b'Nov 15, 2017'",0%,0,"b'artArmin'","b'artArmin'","b'Casual, Free to Play, Indie, Early Access'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'767690',"b'Heart of the Emberstone: Coliseum'",0.0,"b'Dec 18, 2017'",80%,26,"b'Cloudhead Games ltd.'","b'Cloudhead Games ltd.'","b'Adventure, Free to Play, Indie'","b'Single-player'","b'Free to Play (25), Adventure (24), Indie (24), VR (13), VR Only (1)'",4,-1 +/- ,-1 +/- ,b''%
b'700170',"b'Deserving Life'",0.0,"b'Oct 13, 2017'",83%,43,"b'Lukas Paul, Gabriel Mittermair'","b'Deserving Life'","b'Free to Play'","b'Single-player, Steam Achievements'","b'Free to Play (39), Horror (14), VR (12)'",2,-1 +/- ,-1 +/- ,b''%
b'722590',"b'Audio Factory'",0.0,"b'Nov 5, 2017'",80%,20,"b'Google'","b'Google'","b'Adventure, Casual'","b'Single-player'","b'Casual (22), Adventure (20), VR (7)'",1,-1 +/- ,-1 +/- ,b''%
b'723420',"b'\xe5\x88\x9b\xe4\xb8\x96-\xe4\xbf\xae\xe7\x9c\x9f\xe5\xbd\x95'",0.0,"b'Nov 7, 2017'",81%,22,"b'GY Games'","b'GY Games'","b'Action, Adventure, Free to Play, RPG, Simulation, Early Access'","b'Single-player'","b'Early Access (26), Free to Play (23), Adventure (22), RPG (21), Simulation (21), Action (21), VR (7)'",2,-1 +/- ,-1 +/- ,b''%
b'731450',"b'DROP VR - AUDIO VISUALIZER'",2.99,"b'Nov 2, 2017'",0%,0,"b'lookcloser'","b'lookcloser'","b'Adventure, Casual, Indie, Simulation'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'708680',"b'Octopus Bar'",0.0,"b'Sep 22, 2017'",94%,36,"b'Thomas Meduri'","b'VRNOVO'","b'Action, Adventure, Casual, Free to Play, Indie, Early Access'","b'Single-player, Steam Achievements'","b'Early Access (26), Free to Play (23), Indie (23), Casual (22), Action (22), Adventure (21), VR (12)'",2,-1 +/- ,-1 +/- ,b''%
b'725510',"b'Merper VR'",0.0,"b'Nov 2, 2017'",100%,10,"b'Federico Schliemann'","b'Federico Schliemann'","b'Casual, Free to Play, Indie, Simulation'","b'Single-player'","b'Indie (31), Free to Play (31), Casual (31), Simulation (21), VR (16), Animation & Modeling (11)'",1,-1 +/- ,-1 +/- ,b''%
b'612050',"b'VRIQ'",0.0,"b'May 3, 2017'",84%,13,"b'3DIQ'","b'3DIQ'","b'Free to Play, Simulation'","b'Single-player'","b'Free to Play (26), Simulation (23), VR (11)'",3,-1 +/- ,-1 +/- ,b''%
b'615590',"b'Solaright'",9.99,"b'Apr 13, 2017'",0%,0,"b'Zabuza Labs'","b'Zabuza Labs'","b'Casual, Indie'","b'Single-player'","b''",,-1 +/- ,-1 +/- ,b''%
b'615650',"b'The Professor Presents: #GotHandles'",0.0,"b'Apr 13, 2017'",84%,13,"b'The Secret Location'","b'Mountain Dew'","b'Free to Play, Simulation, Sports'","b'Single-player'","b'Free to Play (24), Sports (23), Simulation (21), VR (6)'",2,-1 +/- ,-1 +/- ,b''%
b'615910',"b'Katana X'",12.99,"b'Jun 9, 2017'",83%,37,"b'Aargle, LLC'","b'Aargle, LLC'","b'Action, Indie, Simulation, Sports, Early Access'","b'Single-player, SteamVR Collectibles'","b'Early Access (25), Simulation (22), Action (22), Indie (21), Sports (21), VR (12), Swordplay (5)'",2,-1 +/- ,-1 +/- ,b''%
b'625690',"b'\xe5\xbd\x92\xe5\xa2\x9f\xe7\xba\xaa\xc2\xb7\xe5\xaf\x82\xe5\xa4\x9c  FINAL WORLD'",16.99,"b'Jul 7, 2017'",0%,0,"b'Shine World'","b'Shine World'","b'Action, Adventure, Indie, RPG'","b'Single-player'","b''",1,-1 +/- ,-1 +/- ,b''%
b'624900',"b'COMET STRIKE'",9.99,"b'Apr 27, 2017'",0%,0,"b'PRIME WORKS Co.,Ltd.'","b'PRIME WORKS Co.,Ltd.'","b'Action, Casual'","b'Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards'","b''",,-1 +/- ,-1 +/- ,b''%
